construct_id,idr_seq_name,gfp_label,gfp_tag,Z_gfp,topology,N_idr,N_construct,ncpr_idr,fcr_idr,kappa_idr,nu_idr_free,linker,linker_len,fasta_path
Q13433_457_595__GFPp15__Ntail,Q13433_457_595,GFP+15,GFPp15,15,Ntail,139,354,-0.1079136690647482,0.2949640287769784,0.2068944246057888,0.541,,0,individual/Q13433_457_595__GFPp15__Ntail.fasta
Q13433_457_595__GFPp15__Ctail,Q13433_457_595,GFP+15,GFPp15,15,Ctail,139,354,-0.1079136690647482,0.2949640287769784,0.2068944246057888,0.541,,0,individual/Q13433_457_595__GFPp15__Ctail.fasta
Q13433_457_595__GFPp5__Ntail,Q13433_457_595,GFP+5,GFPp5,5,Ntail,139,354,-0.1079136690647482,0.2949640287769784,0.2068944246057888,0.541,,0,individual/Q13433_457_595__GFPp5__Ntail.fasta
Q13433_457_595__GFPp5__Ctail,Q13433_457_595,GFP+5,GFPp5,5,Ctail,139,354,-0.1079136690647482,0.2949640287769784,0.2068944246057888,0.541,,0,individual/Q13433_457_595__GFPp5__Ctail.fasta
Q13433_457_595__GFPm15__Ntail,Q13433_457_595,GFP-15,GFPm15,-15,Ntail,139,354,-0.1079136690647482,0.2949640287769784,0.2068944246057888,0.541,,0,individual/Q13433_457_595__GFPm15__Ntail.fasta
Q13433_457_595__GFPm15__Ctail,Q13433_457_595,GFP-15,GFPm15,-15,Ctail,139,354,-0.1079136690647482,0.2949640287769784,0.2068944246057888,0.541,,0,individual/Q13433_457_595__GFPm15__Ctail.fasta
Q96NW4_611_734__GFPp15__Ntail,Q96NW4_611_734,GFP+15,GFPp15,15,Ntail,124,339,-0.064516129032258,0.3064516129032258,0.2500280758502035,0.507,,0,individual/Q96NW4_611_734__GFPp15__Ntail.fasta
Q96NW4_611_734__GFPp15__Ctail,Q96NW4_611_734,GFP+15,GFPp15,15,Ctail,124,339,-0.064516129032258,0.3064516129032258,0.2500280758502035,0.507,,0,individual/Q96NW4_611_734__GFPp15__Ctail.fasta
Q96NW4_611_734__GFPp5__Ntail,Q96NW4_611_734,GFP+5,GFPp5,5,Ntail,124,339,-0.064516129032258,0.3064516129032258,0.2500280758502035,0.507,,0,individual/Q96NW4_611_734__GFPp5__Ntail.fasta
Q96NW4_611_734__GFPp5__Ctail,Q96NW4_611_734,GFP+5,GFPp5,5,Ctail,124,339,-0.064516129032258,0.3064516129032258,0.2500280758502035,0.507,,0,individual/Q96NW4_611_734__GFPp5__Ctail.fasta
Q96NW4_611_734__GFPm15__Ntail,Q96NW4_611_734,GFP-15,GFPm15,-15,Ntail,124,339,-0.064516129032258,0.3064516129032258,0.2500280758502035,0.507,,0,individual/Q96NW4_611_734__GFPm15__Ntail.fasta
Q96NW4_611_734__GFPm15__Ctail,Q96NW4_611_734,GFP-15,GFPm15,-15,Ctail,124,339,-0.064516129032258,0.3064516129032258,0.2500280758502035,0.507,,0,individual/Q96NW4_611_734__GFPm15__Ctail.fasta
Q13422_1_120__GFPp15__Ntail,Q13422_1_120,GFP+15,GFPp15,15,Ntail,120,335,-0.1166666666666666,0.3166666666666666,0.2096969482715941,0.55,,0,individual/Q13422_1_120__GFPp15__Ntail.fasta
Q13422_1_120__GFPp15__Ctail,Q13422_1_120,GFP+15,GFPp15,15,Ctail,120,335,-0.1166666666666666,0.3166666666666666,0.2096969482715941,0.55,,0,individual/Q13422_1_120__GFPp15__Ctail.fasta
Q13422_1_120__GFPp5__Ntail,Q13422_1_120,GFP+5,GFPp5,5,Ntail,120,335,-0.1166666666666666,0.3166666666666666,0.2096969482715941,0.55,,0,individual/Q13422_1_120__GFPp5__Ntail.fasta
Q13422_1_120__GFPp5__Ctail,Q13422_1_120,GFP+5,GFPp5,5,Ctail,120,335,-0.1166666666666666,0.3166666666666666,0.2096969482715941,0.55,,0,individual/Q13422_1_120__GFPp5__Ctail.fasta
Q13422_1_120__GFPm15__Ntail,Q13422_1_120,GFP-15,GFPm15,-15,Ntail,120,335,-0.1166666666666666,0.3166666666666666,0.2096969482715941,0.55,,0,individual/Q13422_1_120__GFPm15__Ntail.fasta
Q13422_1_120__GFPm15__Ctail,Q13422_1_120,GFP-15,GFPm15,-15,Ctail,120,335,-0.1166666666666666,0.3166666666666666,0.2096969482715941,0.55,,0,individual/Q13422_1_120__GFPm15__Ctail.fasta
Q6UX15_263_382__GFPp15__Ntail,Q6UX15_263_382,GFP+15,GFPp15,15,Ntail,120,335,-0.0916666666666666,0.275,0.1920836257242145,0.539,,0,individual/Q6UX15_263_382__GFPp15__Ntail.fasta
Q6UX15_263_382__GFPp15__Ctail,Q6UX15_263_382,GFP+15,GFPp15,15,Ctail,120,335,-0.0916666666666666,0.275,0.1920836257242145,0.539,,0,individual/Q6UX15_263_382__GFPp15__Ctail.fasta
Q6UX15_263_382__GFPp5__Ntail,Q6UX15_263_382,GFP+5,GFPp5,5,Ntail,120,335,-0.0916666666666666,0.275,0.1920836257242145,0.539,,0,individual/Q6UX15_263_382__GFPp5__Ntail.fasta
Q6UX15_263_382__GFPp5__Ctail,Q6UX15_263_382,GFP+5,GFPp5,5,Ctail,120,335,-0.0916666666666666,0.275,0.1920836257242145,0.539,,0,individual/Q6UX15_263_382__GFPp5__Ctail.fasta
Q6UX15_263_382__GFPm15__Ntail,Q6UX15_263_382,GFP-15,GFPm15,-15,Ntail,120,335,-0.0916666666666666,0.275,0.1920836257242145,0.539,,0,individual/Q6UX15_263_382__GFPm15__Ntail.fasta
Q6UX15_263_382__GFPm15__Ctail,Q6UX15_263_382,GFP-15,GFPm15,-15,Ctail,120,335,-0.0916666666666666,0.275,0.1920836257242145,0.539,,0,individual/Q6UX15_263_382__GFPm15__Ctail.fasta
O75529_191_336__GFPp15__Ntail,O75529_191_336,GFP+15,GFPp15,15,Ntail,146,361,-0.0753424657534246,0.2671232876712329,0.3205900126414579,0.517,,0,individual/O75529_191_336__GFPp15__Ntail.fasta
O75529_191_336__GFPp15__Ctail,O75529_191_336,GFP+15,GFPp15,15,Ctail,146,361,-0.0753424657534246,0.2671232876712329,0.3205900126414579,0.517,,0,individual/O75529_191_336__GFPp15__Ctail.fasta
O75529_191_336__GFPp5__Ntail,O75529_191_336,GFP+5,GFPp5,5,Ntail,146,361,-0.0753424657534246,0.2671232876712329,0.3205900126414579,0.517,,0,individual/O75529_191_336__GFPp5__Ntail.fasta
O75529_191_336__GFPp5__Ctail,O75529_191_336,GFP+5,GFPp5,5,Ctail,146,361,-0.0753424657534246,0.2671232876712329,0.3205900126414579,0.517,,0,individual/O75529_191_336__GFPp5__Ctail.fasta
O75529_191_336__GFPm15__Ntail,O75529_191_336,GFP-15,GFPm15,-15,Ntail,146,361,-0.0753424657534246,0.2671232876712329,0.3205900126414579,0.517,,0,individual/O75529_191_336__GFPm15__Ntail.fasta
O75529_191_336__GFPm15__Ctail,O75529_191_336,GFP-15,GFPm15,-15,Ctail,146,361,-0.0753424657534246,0.2671232876712329,0.3205900126414579,0.517,,0,individual/O75529_191_336__GFPm15__Ctail.fasta
Q8TDN2_1_101__GFPp15__Ntail,Q8TDN2_1_101,GFP+15,GFPp15,15,Ntail,101,316,-0.099009900990099,0.3168316831683168,0.3689644133041944,0.415,,0,individual/Q8TDN2_1_101__GFPp15__Ntail.fasta
Q8TDN2_1_101__GFPp15__Ctail,Q8TDN2_1_101,GFP+15,GFPp15,15,Ctail,101,316,-0.099009900990099,0.3168316831683168,0.3689644133041944,0.415,,0,individual/Q8TDN2_1_101__GFPp15__Ctail.fasta
Q8TDN2_1_101__GFPp5__Ntail,Q8TDN2_1_101,GFP+5,GFPp5,5,Ntail,101,316,-0.099009900990099,0.3168316831683168,0.3689644133041944,0.415,,0,individual/Q8TDN2_1_101__GFPp5__Ntail.fasta
Q8TDN2_1_101__GFPp5__Ctail,Q8TDN2_1_101,GFP+5,GFPp5,5,Ctail,101,316,-0.099009900990099,0.3168316831683168,0.3689644133041944,0.415,,0,individual/Q8TDN2_1_101__GFPp5__Ctail.fasta
Q8TDN2_1_101__GFPm15__Ntail,Q8TDN2_1_101,GFP-15,GFPm15,-15,Ntail,101,316,-0.099009900990099,0.3168316831683168,0.3689644133041944,0.415,,0,individual/Q8TDN2_1_101__GFPm15__Ntail.fasta
Q8TDN2_1_101__GFPm15__Ctail,Q8TDN2_1_101,GFP-15,GFPm15,-15,Ctail,101,316,-0.099009900990099,0.3168316831683168,0.3689644133041944,0.415,,0,individual/Q8TDN2_1_101__GFPm15__Ctail.fasta
Q14999_1328_1428__GFPp15__Ntail,Q14999_1328_1428,GFP+15,GFPp15,15,Ntail,101,316,-0.1089108910891089,0.3069306930693069,0.3099559904036065,0.489,,0,individual/Q14999_1328_1428__GFPp15__Ntail.fasta
Q14999_1328_1428__GFPp15__Ctail,Q14999_1328_1428,GFP+15,GFPp15,15,Ctail,101,316,-0.1089108910891089,0.3069306930693069,0.3099559904036065,0.489,,0,individual/Q14999_1328_1428__GFPp15__Ctail.fasta
Q14999_1328_1428__GFPp5__Ntail,Q14999_1328_1428,GFP+5,GFPp5,5,Ntail,101,316,-0.1089108910891089,0.3069306930693069,0.3099559904036065,0.489,,0,individual/Q14999_1328_1428__GFPp5__Ntail.fasta
Q14999_1328_1428__GFPp5__Ctail,Q14999_1328_1428,GFP+5,GFPp5,5,Ctail,101,316,-0.1089108910891089,0.3069306930693069,0.3099559904036065,0.489,,0,individual/Q14999_1328_1428__GFPp5__Ctail.fasta
Q14999_1328_1428__GFPm15__Ntail,Q14999_1328_1428,GFP-15,GFPm15,-15,Ntail,101,316,-0.1089108910891089,0.3069306930693069,0.3099559904036065,0.489,,0,individual/Q14999_1328_1428__GFPm15__Ntail.fasta
Q14999_1328_1428__GFPm15__Ctail,Q14999_1328_1428,GFP-15,GFPm15,-15,Ctail,101,316,-0.1089108910891089,0.3069306930693069,0.3099559904036065,0.489,,0,individual/Q14999_1328_1428__GFPm15__Ctail.fasta
Q02224_1243_1433__GFPp15__Ntail,Q02224_1243_1433,GFP+15,GFPp15,15,Ntail,191,406,-0.0680628272251308,0.3821989528795811,0.1075389299170566,0.534,,0,individual/Q02224_1243_1433__GFPp15__Ntail.fasta
Q02224_1243_1433__GFPp15__Ctail,Q02224_1243_1433,GFP+15,GFPp15,15,Ctail,191,406,-0.0680628272251308,0.3821989528795811,0.1075389299170566,0.534,,0,individual/Q02224_1243_1433__GFPp15__Ctail.fasta
Q02224_1243_1433__GFPp5__Ntail,Q02224_1243_1433,GFP+5,GFPp5,5,Ntail,191,406,-0.0680628272251308,0.3821989528795811,0.1075389299170566,0.534,,0,individual/Q02224_1243_1433__GFPp5__Ntail.fasta
Q02224_1243_1433__GFPp5__Ctail,Q02224_1243_1433,GFP+5,GFPp5,5,Ctail,191,406,-0.0680628272251308,0.3821989528795811,0.1075389299170566,0.534,,0,individual/Q02224_1243_1433__GFPp5__Ctail.fasta
Q02224_1243_1433__GFPm15__Ntail,Q02224_1243_1433,GFP-15,GFPm15,-15,Ntail,191,406,-0.0680628272251308,0.3821989528795811,0.1075389299170566,0.534,,0,individual/Q02224_1243_1433__GFPm15__Ntail.fasta
Q02224_1243_1433__GFPm15__Ctail,Q02224_1243_1433,GFP-15,GFPm15,-15,Ctail,191,406,-0.0680628272251308,0.3821989528795811,0.1075389299170566,0.534,,0,individual/Q02224_1243_1433__GFPm15__Ctail.fasta
Q16385_77_188__GFPp15__Ntail,Q16385_77_188,GFP+15,GFPp15,15,Ntail,112,327,-0.0982142857142857,0.3839285714285714,0.2331967981770788,0.536,,0,individual/Q16385_77_188__GFPp15__Ntail.fasta
Q16385_77_188__GFPp15__Ctail,Q16385_77_188,GFP+15,GFPp15,15,Ctail,112,327,-0.0982142857142857,0.3839285714285714,0.2331967981770788,0.536,,0,individual/Q16385_77_188__GFPp15__Ctail.fasta
Q16385_77_188__GFPp5__Ntail,Q16385_77_188,GFP+5,GFPp5,5,Ntail,112,327,-0.0982142857142857,0.3839285714285714,0.2331967981770788,0.536,,0,individual/Q16385_77_188__GFPp5__Ntail.fasta
Q16385_77_188__GFPp5__Ctail,Q16385_77_188,GFP+5,GFPp5,5,Ctail,112,327,-0.0982142857142857,0.3839285714285714,0.2331967981770788,0.536,,0,individual/Q16385_77_188__GFPp5__Ctail.fasta
Q16385_77_188__GFPm15__Ntail,Q16385_77_188,GFP-15,GFPm15,-15,Ntail,112,327,-0.0982142857142857,0.3839285714285714,0.2331967981770788,0.536,,0,individual/Q16385_77_188__GFPm15__Ntail.fasta
Q16385_77_188__GFPm15__Ctail,Q16385_77_188,GFP-15,GFPm15,-15,Ctail,112,327,-0.0982142857142857,0.3839285714285714,0.2331967981770788,0.536,,0,individual/Q16385_77_188__GFPm15__Ctail.fasta
Q92769_382_488__GFPp15__Ntail,Q92769_382_488,GFP+15,GFPp15,15,Ntail,107,322,-0.1214953271028037,0.5327102803738317,0.2148534179171894,0.56,,0,individual/Q92769_382_488__GFPp15__Ntail.fasta
Q92769_382_488__GFPp15__Ctail,Q92769_382_488,GFP+15,GFPp15,15,Ctail,107,322,-0.1214953271028037,0.5327102803738317,0.2148534179171894,0.56,,0,individual/Q92769_382_488__GFPp15__Ctail.fasta
Q92769_382_488__GFPp5__Ntail,Q92769_382_488,GFP+5,GFPp5,5,Ntail,107,322,-0.1214953271028037,0.5327102803738317,0.2148534179171894,0.56,,0,individual/Q92769_382_488__GFPp5__Ntail.fasta
Q92769_382_488__GFPp5__Ctail,Q92769_382_488,GFP+5,GFPp5,5,Ctail,107,322,-0.1214953271028037,0.5327102803738317,0.2148534179171894,0.56,,0,individual/Q92769_382_488__GFPp5__Ctail.fasta
Q92769_382_488__GFPm15__Ntail,Q92769_382_488,GFP-15,GFPm15,-15,Ntail,107,322,-0.1214953271028037,0.5327102803738317,0.2148534179171894,0.56,,0,individual/Q92769_382_488__GFPm15__Ntail.fasta
Q92769_382_488__GFPm15__Ctail,Q92769_382_488,GFP-15,GFPm15,-15,Ctail,107,322,-0.1214953271028037,0.5327102803738317,0.2148534179171894,0.56,,0,individual/Q92769_382_488__GFPm15__Ctail.fasta
A6NC57_259_424__GFPp15__Ntail,A6NC57_259_424,GFP+15,GFPp15,15,Ntail,166,381,-0.0602409638554216,0.3855421686746988,0.286718144632189,0.501,,0,individual/A6NC57_259_424__GFPp15__Ntail.fasta
A6NC57_259_424__GFPp15__Ctail,A6NC57_259_424,GFP+15,GFPp15,15,Ctail,166,381,-0.0602409638554216,0.3855421686746988,0.286718144632189,0.501,,0,individual/A6NC57_259_424__GFPp15__Ctail.fasta
A6NC57_259_424__GFPp5__Ntail,A6NC57_259_424,GFP+5,GFPp5,5,Ntail,166,381,-0.0602409638554216,0.3855421686746988,0.286718144632189,0.501,,0,individual/A6NC57_259_424__GFPp5__Ntail.fasta
A6NC57_259_424__GFPp5__Ctail,A6NC57_259_424,GFP+5,GFPp5,5,Ctail,166,381,-0.0602409638554216,0.3855421686746988,0.286718144632189,0.501,,0,individual/A6NC57_259_424__GFPp5__Ctail.fasta
A6NC57_259_424__GFPm15__Ntail,A6NC57_259_424,GFP-15,GFPm15,-15,Ntail,166,381,-0.0602409638554216,0.3855421686746988,0.286718144632189,0.501,,0,individual/A6NC57_259_424__GFPm15__Ntail.fasta
A6NC57_259_424__GFPm15__Ctail,A6NC57_259_424,GFP-15,GFPm15,-15,Ctail,166,381,-0.0602409638554216,0.3855421686746988,0.286718144632189,0.501,,0,individual/A6NC57_259_424__GFPm15__Ctail.fasta
Q9Y5Q9_1_145__GFPp15__Ntail,Q9Y5Q9_1_145,GFP+15,GFPp15,15,Ntail,145,360,-0.1310344827586207,0.4758620689655172,0.3667556700617597,0.465,,0,individual/Q9Y5Q9_1_145__GFPp15__Ntail.fasta
Q9Y5Q9_1_145__GFPp15__Ctail,Q9Y5Q9_1_145,GFP+15,GFPp15,15,Ctail,145,360,-0.1310344827586207,0.4758620689655172,0.3667556700617597,0.465,,0,individual/Q9Y5Q9_1_145__GFPp15__Ctail.fasta
Q9Y5Q9_1_145__GFPp5__Ntail,Q9Y5Q9_1_145,GFP+5,GFPp5,5,Ntail,145,360,-0.1310344827586207,0.4758620689655172,0.3667556700617597,0.465,,0,individual/Q9Y5Q9_1_145__GFPp5__Ntail.fasta
Q9Y5Q9_1_145__GFPp5__Ctail,Q9Y5Q9_1_145,GFP+5,GFPp5,5,Ctail,145,360,-0.1310344827586207,0.4758620689655172,0.3667556700617597,0.465,,0,individual/Q9Y5Q9_1_145__GFPp5__Ctail.fasta
Q9Y5Q9_1_145__GFPm15__Ntail,Q9Y5Q9_1_145,GFP-15,GFPm15,-15,Ntail,145,360,-0.1310344827586207,0.4758620689655172,0.3667556700617597,0.465,,0,individual/Q9Y5Q9_1_145__GFPm15__Ntail.fasta
Q9Y5Q9_1_145__GFPm15__Ctail,Q9Y5Q9_1_145,GFP-15,GFPm15,-15,Ctail,145,360,-0.1310344827586207,0.4758620689655172,0.3667556700617597,0.465,,0,individual/Q9Y5Q9_1_145__GFPm15__Ctail.fasta
Q9HCJ0_974_1136__GFPp15__Ntail,Q9HCJ0_974_1136,GFP+15,GFPp15,15,Ntail,163,378,0.0245398773006134,0.147239263803681,0.1241147469900195,0.531,,0,individual/Q9HCJ0_974_1136__GFPp15__Ntail.fasta
Q9HCJ0_974_1136__GFPp15__Ctail,Q9HCJ0_974_1136,GFP+15,GFPp15,15,Ctail,163,378,0.0245398773006134,0.147239263803681,0.1241147469900195,0.531,,0,individual/Q9HCJ0_974_1136__GFPp15__Ctail.fasta
Q9HCJ0_974_1136__GFPp5__Ntail,Q9HCJ0_974_1136,GFP+5,GFPp5,5,Ntail,163,378,0.0245398773006134,0.147239263803681,0.1241147469900195,0.531,,0,individual/Q9HCJ0_974_1136__GFPp5__Ntail.fasta
Q9HCJ0_974_1136__GFPp5__Ctail,Q9HCJ0_974_1136,GFP+5,GFPp5,5,Ctail,163,378,0.0245398773006134,0.147239263803681,0.1241147469900195,0.531,,0,individual/Q9HCJ0_974_1136__GFPp5__Ctail.fasta
Q9HCJ0_974_1136__GFPm15__Ntail,Q9HCJ0_974_1136,GFP-15,GFPm15,-15,Ntail,163,378,0.0245398773006134,0.147239263803681,0.1241147469900195,0.531,,0,individual/Q9HCJ0_974_1136__GFPm15__Ntail.fasta
Q9HCJ0_974_1136__GFPm15__Ctail,Q9HCJ0_974_1136,GFP-15,GFPm15,-15,Ctail,163,378,0.0245398773006134,0.147239263803681,0.1241147469900195,0.531,,0,individual/Q9HCJ0_974_1136__GFPm15__Ctail.fasta
P31267_1_146__GFPp15__Ntail,P31267_1_146,GFP+15,GFPp15,15,Ntail,146,361,0.0,0.1643835616438356,0.1421023693318558,0.506,,0,individual/P31267_1_146__GFPp15__Ntail.fasta
P31267_1_146__GFPp15__Ctail,P31267_1_146,GFP+15,GFPp15,15,Ctail,146,361,0.0,0.1643835616438356,0.1421023693318558,0.506,,0,individual/P31267_1_146__GFPp15__Ctail.fasta
P31267_1_146__GFPp5__Ntail,P31267_1_146,GFP+5,GFPp5,5,Ntail,146,361,0.0,0.1643835616438356,0.1421023693318558,0.506,,0,individual/P31267_1_146__GFPp5__Ntail.fasta
P31267_1_146__GFPp5__Ctail,P31267_1_146,GFP+5,GFPp5,5,Ctail,146,361,0.0,0.1643835616438356,0.1421023693318558,0.506,,0,individual/P31267_1_146__GFPp5__Ctail.fasta
P31267_1_146__GFPm15__Ntail,P31267_1_146,GFP-15,GFPm15,-15,Ntail,146,361,0.0,0.1643835616438356,0.1421023693318558,0.506,,0,individual/P31267_1_146__GFPm15__Ntail.fasta
P31267_1_146__GFPm15__Ctail,P31267_1_146,GFP-15,GFPm15,-15,Ctail,146,361,0.0,0.1643835616438356,0.1421023693318558,0.506,,0,individual/P31267_1_146__GFPm15__Ctail.fasta
Q96KD3_204_344__GFPp15__Ntail,Q96KD3_204_344,GFP+15,GFPp15,15,Ntail,141,356,0.0070921985815602,0.2198581560283688,0.1391840491898078,0.515,,0,individual/Q96KD3_204_344__GFPp15__Ntail.fasta
Q96KD3_204_344__GFPp15__Ctail,Q96KD3_204_344,GFP+15,GFPp15,15,Ctail,141,356,0.0070921985815602,0.2198581560283688,0.1391840491898078,0.515,,0,individual/Q96KD3_204_344__GFPp15__Ctail.fasta
Q96KD3_204_344__GFPp5__Ntail,Q96KD3_204_344,GFP+5,GFPp5,5,Ntail,141,356,0.0070921985815602,0.2198581560283688,0.1391840491898078,0.515,,0,individual/Q96KD3_204_344__GFPp5__Ntail.fasta
Q96KD3_204_344__GFPp5__Ctail,Q96KD3_204_344,GFP+5,GFPp5,5,Ctail,141,356,0.0070921985815602,0.2198581560283688,0.1391840491898078,0.515,,0,individual/Q96KD3_204_344__GFPp5__Ctail.fasta
Q96KD3_204_344__GFPm15__Ntail,Q96KD3_204_344,GFP-15,GFPm15,-15,Ntail,141,356,0.0070921985815602,0.2198581560283688,0.1391840491898078,0.515,,0,individual/Q96KD3_204_344__GFPm15__Ntail.fasta
Q96KD3_204_344__GFPm15__Ctail,Q96KD3_204_344,GFP-15,GFPm15,-15,Ctail,141,356,0.0070921985815602,0.2198581560283688,0.1391840491898078,0.515,,0,individual/Q96KD3_204_344__GFPm15__Ctail.fasta
Q5T0N1_771_900__GFPp15__Ntail,Q5T0N1_771_900,GFP+15,GFPp15,15,Ntail,130,345,-0.023076923076923,0.2230769230769231,0.1390695721113611,0.548,,0,individual/Q5T0N1_771_900__GFPp15__Ntail.fasta
Q5T0N1_771_900__GFPp15__Ctail,Q5T0N1_771_900,GFP+15,GFPp15,15,Ctail,130,345,-0.023076923076923,0.2230769230769231,0.1390695721113611,0.548,,0,individual/Q5T0N1_771_900__GFPp15__Ctail.fasta
Q5T0N1_771_900__GFPp5__Ntail,Q5T0N1_771_900,GFP+5,GFPp5,5,Ntail,130,345,-0.023076923076923,0.2230769230769231,0.1390695721113611,0.548,,0,individual/Q5T0N1_771_900__GFPp5__Ntail.fasta
Q5T0N1_771_900__GFPp5__Ctail,Q5T0N1_771_900,GFP+5,GFPp5,5,Ctail,130,345,-0.023076923076923,0.2230769230769231,0.1390695721113611,0.548,,0,individual/Q5T0N1_771_900__GFPp5__Ctail.fasta
Q5T0N1_771_900__GFPm15__Ntail,Q5T0N1_771_900,GFP-15,GFPm15,-15,Ntail,130,345,-0.023076923076923,0.2230769230769231,0.1390695721113611,0.548,,0,individual/Q5T0N1_771_900__GFPm15__Ntail.fasta
Q5T0N1_771_900__GFPm15__Ctail,Q5T0N1_771_900,GFP-15,GFPm15,-15,Ctail,130,345,-0.023076923076923,0.2230769230769231,0.1390695721113611,0.548,,0,individual/Q5T0N1_771_900__GFPm15__Ctail.fasta
P0C7T5_581_689__GFPp15__Ntail,P0C7T5_581_689,GFP+15,GFPp15,15,Ntail,109,324,-0.0091743119266055,0.2110091743119266,0.1024101184432264,0.534,,0,individual/P0C7T5_581_689__GFPp15__Ntail.fasta
P0C7T5_581_689__GFPp15__Ctail,P0C7T5_581_689,GFP+15,GFPp15,15,Ctail,109,324,-0.0091743119266055,0.2110091743119266,0.1024101184432264,0.534,,0,individual/P0C7T5_581_689__GFPp15__Ctail.fasta
P0C7T5_581_689__GFPp5__Ntail,P0C7T5_581_689,GFP+5,GFPp5,5,Ntail,109,324,-0.0091743119266055,0.2110091743119266,0.1024101184432264,0.534,,0,individual/P0C7T5_581_689__GFPp5__Ntail.fasta
P0C7T5_581_689__GFPp5__Ctail,P0C7T5_581_689,GFP+5,GFPp5,5,Ctail,109,324,-0.0091743119266055,0.2110091743119266,0.1024101184432264,0.534,,0,individual/P0C7T5_581_689__GFPp5__Ctail.fasta
P0C7T5_581_689__GFPm15__Ntail,P0C7T5_581_689,GFP-15,GFPm15,-15,Ntail,109,324,-0.0091743119266055,0.2110091743119266,0.1024101184432264,0.534,,0,individual/P0C7T5_581_689__GFPm15__Ntail.fasta
P0C7T5_581_689__GFPm15__Ctail,P0C7T5_581_689,GFP-15,GFPm15,-15,Ctail,109,324,-0.0091743119266055,0.2110091743119266,0.1024101184432264,0.534,,0,individual/P0C7T5_581_689__GFPm15__Ctail.fasta
C9JUS6_1_153__GFPp15__Ntail,C9JUS6_1_153,GFP+15,GFPp15,15,Ntail,153,368,0.0392156862745098,0.1437908496732026,0.2063973623007549,0.499,,0,individual/C9JUS6_1_153__GFPp15__Ntail.fasta
C9JUS6_1_153__GFPp15__Ctail,C9JUS6_1_153,GFP+15,GFPp15,15,Ctail,153,368,0.0392156862745098,0.1437908496732026,0.2063973623007549,0.499,,0,individual/C9JUS6_1_153__GFPp15__Ctail.fasta
C9JUS6_1_153__GFPp5__Ntail,C9JUS6_1_153,GFP+5,GFPp5,5,Ntail,153,368,0.0392156862745098,0.1437908496732026,0.2063973623007549,0.499,,0,individual/C9JUS6_1_153__GFPp5__Ntail.fasta
C9JUS6_1_153__GFPp5__Ctail,C9JUS6_1_153,GFP+5,GFPp5,5,Ctail,153,368,0.0392156862745098,0.1437908496732026,0.2063973623007549,0.499,,0,individual/C9JUS6_1_153__GFPp5__Ctail.fasta
C9JUS6_1_153__GFPm15__Ntail,C9JUS6_1_153,GFP-15,GFPm15,-15,Ntail,153,368,0.0392156862745098,0.1437908496732026,0.2063973623007549,0.499,,0,individual/C9JUS6_1_153__GFPm15__Ntail.fasta
C9JUS6_1_153__GFPm15__Ctail,C9JUS6_1_153,GFP-15,GFPm15,-15,Ctail,153,368,0.0392156862745098,0.1437908496732026,0.2063973623007549,0.499,,0,individual/C9JUS6_1_153__GFPm15__Ctail.fasta
Q9UJ94_1_153__GFPp15__Ntail,Q9UJ94_1_153,GFP+15,GFPp15,15,Ntail,153,368,-0.0196078431372549,0.1895424836601307,0.1717151342405522,0.497,,0,individual/Q9UJ94_1_153__GFPp15__Ntail.fasta
Q9UJ94_1_153__GFPp15__Ctail,Q9UJ94_1_153,GFP+15,GFPp15,15,Ctail,153,368,-0.0196078431372549,0.1895424836601307,0.1717151342405522,0.497,,0,individual/Q9UJ94_1_153__GFPp15__Ctail.fasta
Q9UJ94_1_153__GFPp5__Ntail,Q9UJ94_1_153,GFP+5,GFPp5,5,Ntail,153,368,-0.0196078431372549,0.1895424836601307,0.1717151342405522,0.497,,0,individual/Q9UJ94_1_153__GFPp5__Ntail.fasta
Q9UJ94_1_153__GFPp5__Ctail,Q9UJ94_1_153,GFP+5,GFPp5,5,Ctail,153,368,-0.0196078431372549,0.1895424836601307,0.1717151342405522,0.497,,0,individual/Q9UJ94_1_153__GFPp5__Ctail.fasta
Q9UJ94_1_153__GFPm15__Ntail,Q9UJ94_1_153,GFP-15,GFPm15,-15,Ntail,153,368,-0.0196078431372549,0.1895424836601307,0.1717151342405522,0.497,,0,individual/Q9UJ94_1_153__GFPm15__Ntail.fasta
Q9UJ94_1_153__GFPm15__Ctail,Q9UJ94_1_153,GFP-15,GFPm15,-15,Ctail,153,368,-0.0196078431372549,0.1895424836601307,0.1717151342405522,0.497,,0,individual/Q9UJ94_1_153__GFPm15__Ctail.fasta
P01160_1_151__GFPp15__Ntail,P01160_1_151,GFP+15,GFPp15,15,Ntail,151,366,-0.0132450331125827,0.2251655629139073,0.2198517867554093,0.488,,0,individual/P01160_1_151__GFPp15__Ntail.fasta
P01160_1_151__GFPp15__Ctail,P01160_1_151,GFP+15,GFPp15,15,Ctail,151,366,-0.0132450331125827,0.2251655629139073,0.2198517867554093,0.488,,0,individual/P01160_1_151__GFPp15__Ctail.fasta
P01160_1_151__GFPp5__Ntail,P01160_1_151,GFP+5,GFPp5,5,Ntail,151,366,-0.0132450331125827,0.2251655629139073,0.2198517867554093,0.488,,0,individual/P01160_1_151__GFPp5__Ntail.fasta
